id,first_name,last_name,date_of_birth,department_id,date_started,level_id,salary
865,Lindsey,Mason,1991-04-30,1,2014-09-02,4,89272
866,Laurie,Ramirez,1985-05-23,4,2000-03-07,2,66922
867,James,Smith,1975-08-30,1,2006-07-03,3,70684
868,Jesse,Fuentes,1998-12-08,2,2015-03-18,1,47056
869,Elizabeth,Myers,1981-12-01,1,2012-08-12,1,35536
870,Garrett,Stewart,1975-07-01,2,2020-11-20,2,77570
871,Denise,Lopez,1990-10-04,3,2007-11-27,3,73695
872,Jose,Kelley,1992-06-25,1,1999-11-11,2,59139
873,Rita,Cole,1980-04-29,2,1993-05-11,4,129208
874,Amanda,Sellers,1988-06-28,2,1999-05-05,5,141688
875,Evan,Bailey,1999-10-26,5,2006-11-14,5,137297
876,Crystal,Finley,1994-11-03,3,2013-08-19,1,41359
877,Scott,Jennings,1977-06-12,5,2001-01-25,3,95578
878,Thomas,Chan,1972-10-02,1,1996-07-04,4,92979
879,Suzanne,Davis,1973-12-10,5,2019-09-24,2,68592
880,Tyler,Sharp,1985-08-16,3,1999-05-27,1,39682
881,Brianna,Flores,1988-07-25,3,2001-09-06,1,36862
882,Andrea,Pearson,1978-02-22,4,2022-04-28,2,69951
883,Shannon,Zavala,2001-06-14,4,2006-02-25,3,92507
884,Kyle,Moon,1970-07-16,1,2014-09-26,1,33630
885,George,Butler,1989-02-15,5,1997-06-08,3,92517
886,Heidi,Wilson,1981-10-31,5,2012-09-05,4,113490
887,Melissa,Castaneda,1986-11-16,4,2016-01-23,3,95155
888,Jeffrey,Smith,1974-06-03,5,2015-09-01,2,71486
889,Vincent,Chavez,1980-08-15,4,1999-08-17,3,79427
890,Patricia,Blankenship,1994-11-23,4,2020-04-23,2,69799
891,Cheryl,Charles,1985-11-05,3,2015-08-23,2,59287
892,Jeffrey,Obrien,1983-11-30,4,1996-12-10,6,156772
893,Joseph,Jones,1967-01-20,2,1994-04-12,3,94289
894,Corey,Dunlap,1982-06-12,3,2002-11-25,4,107780
895,Amy,Forbes,1988-06-03,3,1997-12-02,2,55710
896,Peter,Hamilton,1993-08-09,1,2002-03-09,3,70347
897,Michael,Campbell,1976-10-25,1,2012-02-14,1,37193
898,James,Martinez,1982-01-01,1,1994-09-13,6,134065
899,Duane,Riddle,1968-06-16,2,2008-08-10,5,152466
900,Kyle,Wright,1965-11-14,3,2012-11-01,3,77546
901,Cameron,Lawson,1984-04-20,1,2009-04-16,1,35580
902,Jeffrey,Martinez,1986-08-06,3,2023-06-16,1,37393
903,Brendan,Coleman,1970-02-10,1,2013-08-22,1,38152
904,Ronald,Barajas,1994-05-22,2,1994-02-21,4,142907
905,John,Carter,1969-02-12,1,2015-02-12,1,34830
906,Eric,Morales,1973-02-16,4,1999-09-23,1,43040
907,Joanna,Mclaughlin,1979-01-06,2,1990-03-22,5,163110
908,James,Gomez,1983-09-12,5,2014-08-31,1,47136
909,Christina,Gregory,1997-05-19,4,2004-04-01,4,120717
910,Samantha,Fisher,1995-08-16,5,2007-08-01,1,50532
911,Bobby,Atkins,1988-11-16,2,2005-03-23,5,154740
912,Stephanie,Davis,1989-02-02,4,1987-07-13,6,138683
913,Gregory,Mendez,1994-03-12,2,2009-02-02,2,79334
914,Tony,Hardy,1963-08-13,3,2016-07-01,2,59813
915,Alexander,Hunt,1981-05-08,5,2015-01-14,3,98753
916,Christopher,Villa,1984-02-23,1,2004-09-07,1,32535
917,William,Harrison,1975-12-17,5,2022-12-02,1,45851
918,Craig,Fisher,1997-08-21,1,1995-12-03,3,76170
919,Allison,Park,1968-04-01,3,2006-02-25,2,57548
920,Deborah,Hogan,1967-12-23,3,2010-10-14,1,36332
921,Jackie,Fuentes,1977-01-20,5,2016-03-08,2,68618
922,Carly,Gonzales,2000-03-03,4,2012-04-14,4,120216
923,Vincent,Ayala,1993-09-04,3,1993-07-15,3,81668
924,Katherine,Calderon,1978-11-08,3,2018-12-24,3,84930
925,Adam,Henry,1995-09-22,1,1991-08-15,5,105266
926,Kristi,Taylor,1976-09-06,5,1998-09-03,5,135539
927,Elizabeth,Brooks,1989-12-14,1,1997-03-27,2,56948
928,Benjamin,Figueroa,1980-01-22,2,2005-07-23,3,98425
929,Christopher,York,2001-01-21,3,2014-03-08,1,43175
930,Kyle,Brown,1986-05-19,1,2009-02-15,2,49283
931,Anthony,Nielsen,1976-06-18,2,1999-07-17,5,161449
932,Monica,Nichols,1971-11-14,5,2003-08-06,3,86978
933,Edward,Merritt,1976-11-30,3,2018-12-26,1,43305
934,Robert,Glover,1977-03-21,2,1999-09-05,2,84830
935,William,Thomas,1964-12-31,2,2007-01-21,4,130776
936,Michael,Woods,1982-05-10,3,2004-03-24,2,58192
937,William,Wagner,1977-05-30,3,2011-05-26,2,57112
938,Amanda,Sexton,1982-01-20,3,2005-06-18,3,82717
939,Latoya,Taylor,2000-05-30,5,2000-07-26,1,45193
940,Samuel,Lopez,1966-10-06,4,1997-06-10,4,109189
941,Priscilla,Snow,1992-11-19,3,1990-03-26,6,143522
942,Joanna,Scott,1994-11-16,4,2014-02-12,2,69226
943,Amanda,Franco,1999-11-14,3,2000-05-08,2,55479
944,Heather,Robinson,1999-11-01,2,1992-06-28,4,136063
945,Sandy,Garcia,1978-06-20,1,2009-07-17,2,58214
946,Kenneth,Stewart,1979-11-14,3,2011-12-21,3,81350
947,Gary,Hoffman,1998-12-07,5,2008-06-16,3,98951
948,Rachael,Baker,2001-07-05,1,1995-02-14,3,75965
949,Gary,Wong,1973-08-11,1,2010-02-19,3,70888
950,Jonathan,Wong,1967-06-16,4,2018-10-26,2,70749
951,William,Allen,1973-12-25,4,2013-06-13,3,79305
952,Miguel,Murphy,1978-06-28,4,2000-11-13,2,72216
953,Susan,Mejia,1976-10-10,1,1998-04-14,2,48676
954,Bianca,Garcia,1975-02-01,4,2021-11-22,1,44128
955,William,Morales,2002-04-12,4,2019-06-13,2,60918
956,Roger,Fitzgerald,1986-07-29,4,2007-03-15,6,169101
957,Lauren,Wallace,2002-04-17,4,2010-09-17,1,45025
958,Jillian,Estes,1978-11-24,1,2002-05-27,6,113423
959,Willie,Brown,1976-01-14,1,2002-09-24,3,66385
960,Michael,Leon,1981-06-25,1,2004-02-06,4,91965
961,Steven,Rodriguez,1973-02-17,2,2005-07-20,5,144713
962,Roger,Gonzalez,1978-07-13,1,2006-12-04,1,36809
963,Maria,Martin,1970-03-20,2,2008-03-24,3,104690
964,Rodney,Herrera,1984-12-28,4,2012-10-25,2,63794
965,Raymond,Baker,1965-12-06,2,2001-06-03,6,176867
966,Jasmine,Hudson,1994-05-07,4,2013-10-08,2,69904
967,Katelyn,Cain,1975-09-14,5,1996-05-26,6,169098
968,David,Ashley,2002-05-29,1,2010-01-20,1,35859
969,Henry,Drake,1976-05-17,4,2001-02-12,3,83960
970,Anthony,Ramos,2002-07-01,5,2017-10-01,2,77610
971,Erica,Jackson,1967-08-03,4,2015-11-12,2,64162
972,Rhonda,Harrison,2000-10-13,1,2012-09-09,1,37666
973,Greg,Gregory,1986-05-09,2,2017-11-13,3,113675
974,Tina,Reynolds,1984-07-19,2,2015-10-27,1,47793
975,Jamie,Mitchell,1964-07-09,4,2019-05-04,1,40724
976,Monica,Stewart,1983-08-29,2,2004-10-13,3,101142
977,Joseph,Gonzalez,1971-10-30,2,2016-11-03,4,120664
978,Steven,Cooper,2000-08-07,3,2011-11-05,3,78262
979,Lisa,Pope,1963-12-21,3,2012-12-14,2,58298
980,James,Thomas,1970-06-14,3,1997-03-22,6,146278
981,Darren,Gonzales,1966-12-08,4,2002-12-30,1,46502
982,Lisa,Moore,2001-07-16,1,2012-10-16,1,36647
983,Roy,Gomez,1993-09-21,5,1990-06-21,4,125040
984,Jon,Martin,1963-10-14,3,2012-04-05,2,60708
985,George,Jones,1966-11-20,5,1993-04-15,3,91749
986,Robert,Stephens,1987-08-18,5,1998-09-14,6,177216
987,Jennifer,Harris,1977-01-12,2,2010-07-14,4,130647
988,Philip,Scott,1977-12-19,3,1998-09-22,2,58217
989,Elizabeth,Small,1971-03-22,4,2015-10-16,3,82436
990,Christopher,Horton,1991-02-01,5,1997-05-04,4,127541
991,Grace,Cook,1993-06-25,5,2006-07-30,4,110162
992,Dennis,Jordan,1991-06-18,4,2011-01-29,2,71143
993,Peter,Flores,1969-04-29,5,2000-10-21,4,112807
994,Walter,Love,1967-07-19,3,2010-11-12,4,109180
995,Molly,Holland,2001-04-15,3,2010-10-25,1,37904
996,Nicole,Mack,2001-06-02,2,2010-08-06,3,112362
997,David,Edwards,1965-03-03,1,2016-11-24,3,73440
998,Todd,Hansen,1994-12-21,1,2020-05-12,2,52267
999,Scott,Harper,1998-07-22,5,2006-07-25,3,93520
1000,Emily,Watson,1965-01-21,1,2009-10-05,2,53094
1001,Daniel,Murphy,1992-09-06,2,1989-06-30,6,198538
1002,Travis,Bates,1969-08-17,4,1998-04-22,3,87017
1003,Tracy,Flowers,1992-10-29,2,1998-09-23,6,183699
1004,Theresa,Reid,1966-12-12,2,1988-07-19,5,154139
1005,Elizabeth,Bell,1977-12-21,3,1997-02-02,4,107581
1006,Michelle,Jones,1994-06-04,1,2003-01-16,5,111295
1007,Jamie,Huang,1991-01-10,5,2000-02-19,2,67995
1008,Nicole,Whitehead,1968-09-04,5,2000-07-10,4,131192
1009,Ryan,Bell,1997-08-16,4,2014-12-29,2,67048
1010,Jessica,Gutierrez,1974-08-10,1,1999-10-24,6,119373
1011,Sean,Olson,1981-01-13,1,2019-09-25,2,53014
1012,Tony,Washington,1966-08-07,4,2007-06-01,1,40042
1013,Austin,Stephens,1983-09-28,3,1995-09-27,3,83023
1014,Jeremy,Butler,1988-12-13,1,1996-05-08,3,68194
1015,Chase,Black,1983-12-25,5,2010-03-23,3,92232
1016,Christine,Mills,1990-07-10,3,2017-12-22,2,65430
1017,Michael,Pierce,1989-09-27,2,1999-11-24,2,79206
1018,Anthony,Cruz,1966-12-22,5,2000-08-21,3,93945
1019,Gina,Adams,1974-08-13,3,2022-10-19,1,38691
1020,Jamie,Ball,1967-03-08,2,2003-08-17,5,142224
1021,Samuel,Brown,1989-02-22,2,2017-04-29,2,79852
1022,Kyle,Lang,1987-06-10,1,2007-04-06,4,86087
1023,Alec,Garcia,1972-04-24,5,2001-05-18,3,100528
1024,James,Franklin,1974-10-27,3,2003-10-18,1,36462
1025,Kevin,Trujillo,1999-08-17,3,2020-08-04,2,54758
1026,Lindsay,Williams,1967-06-12,2,2003-12-30,3,109369
1027,Johnny,Jordan,1992-10-16,3,2006-05-10,6,130664
1028,Cheryl,Holt,1965-04-29,4,1997-12-16,2,63891
1029,Theresa,Schmidt,1972-12-22,3,2002-10-09,2,57151
1030,Tyler,Austin,1979-02-16,5,2020-01-07,2,67170
1031,George,Rangel,1988-09-02,2,1990-04-21,5,160015
1032,Donna,Vasquez,1998-03-05,2,1998-03-20,2,81906
1033,Douglas,Rice,2002-02-16,1,2013-07-26,1,34025
1034,Jennifer,Gordon,1984-02-08,5,2016-03-08,3,92848
1035,Peter,Weeks,1975-06-12,5,2010-10-05,2,78850
1036,Michael,Short,1991-03-27,3,2011-09-20,3,83268
1037,Tina,Webster,1985-06-03,3,2015-03-02,4,93405
1038,Trevor,Ruiz,1965-08-06,5,2003-11-13,2,72571
1039,Pamela,Brown,1978-02-28,1,2013-11-15,3,67229
1040,Megan,Martinez,1991-01-15,2,2003-09-19,6,184708
1041,Tammy,Sherman,1992-11-18,4,2000-04-24,2,67290
1042,Matthew,Gregory,1967-03-05,2,2014-06-15,3,102557
1043,Maureen,Frank,2000-07-18,2,1996-06-24,5,157709
1044,Corey,Howard,2001-10-08,5,1995-01-23,3,93301
1045,Timothy,Gardner,1999-10-22,1,2009-03-12,1,38341
1046,Kimberly,Evans,1971-09-21,2,1996-06-18,5,160134
1047,Shannon,Sexton,1989-04-09,2,2006-10-30,4,141338
1048,Debra,Cervantes,1969-03-09,4,2000-07-07,1,40571
1049,Elizabeth,Bass,1982-04-07,5,2005-01-27,5,148456
1050,Michael,Reynolds,1978-11-04,2,2010-06-16,2,84240
1051,Steven,Jenkins,1997-10-13,2,1993-10-07,4,133417
1052,Alan,Allen,1998-09-23,2,2002-05-26,1,53505
1053,Karen,Hurst,1970-09-22,2,1998-02-17,5,142345
1054,Beth,Wright,1997-04-11,4,2006-03-29,2,69501
1055,Daniel,Ford,1996-10-23,3,1998-01-29,2,55447
1056,Shelly,Smith,1994-07-15,5,2009-05-30,1,46450
1057,Pamela,Curry,1995-11-06,5,2012-11-06,2,71988
1058,Darrell,Duran,1978-07-05,2,1998-02-16,4,119444
1059,Miguel,Peterson,1983-06-11,4,2015-04-24,2,71459
1060,James,Gutierrez,2002-04-26,1,2001-11-27,3,68848
1061,Richard,Strickland,1998-09-03,5,1997-07-04,4,125392
1062,Melinda,Brown,1966-08-27,1,2006-06-14,1,34376
1063,Amber,Everett,1987-12-17,5,2001-12-02,6,162870
1064,William,Ramirez,1965-11-02,5,2014-11-16,3,91427
1065,Derek,Johnson,1968-08-04,3,1999-06-02,2,55906
1066,Lisa,Curry,1978-11-15,4,2021-03-09,1,42491
1067,Elizabeth,Baker,1974-02-26,4,2006-09-19,1,45565
1068,Rebecca,Wolfe,1965-10-30,3,1996-11-07,2,57223
1069,Kelly,Velasquez,1997-07-29,1,2015-01-09,1,33032
1070,Jacqueline,Aguirre,1971-09-18,2,2009-01-09,5,153376
1071,Tammy,Reid,1999-04-23,5,2005-12-28,4,125073
1072,Dennis,Henderson,1997-04-24,2,2001-12-01,4,130267
1073,Janet,Price,1969-07-10,4,2009-02-20,4,118741
1074,Darrell,Pittman,1991-05-15,4,2016-08-03,2,72477
1075,James,Powell,2001-01-24,5,2008-01-19,2,75500
1076,Theresa,Lopez,1970-08-04,3,2003-05-10,5,117715
1077,Michelle,Vasquez,1987-05-11,1,1999-07-15,4,82968
1078,William,Bryant,1999-05-09,3,2021-12-02,1,42446
1079,Tina,Bailey,1964-06-05,2,2012-06-04,3,109927
1080,Kristine,Owens,1976-02-06,5,2022-01-02,1,45418
1081,Timothy,Gonzales,2001-01-11,4,2004-05-18,1,47454
1082,Ann,Wood,1964-05-30,2,2009-02-09,3,95693
1083,Angel,Rodriguez,2001-01-13,3,2009-03-13,2,60876
1084,Timothy,Maynard,1968-03-27,3,2007-12-17,5,111019
1085,Charles,Patel,1997-06-08,4,1998-11-10,2,64865
1086,Diane,Walters,1999-09-06,1,1991-01-15,6,123524
1087,Gina,Wilson,1969-08-21,2,1994-04-26,4,124468
1088,Christina,Olsen,1986-06-10,1,2015-01-17,2,55944
1089,Anthony,Smith,1988-10-27,3,2002-07-16,2,58620
1090,Alison,Green,1987-08-22,2,2013-01-08,4,142868
1091,Jack,Chavez,1974-12-27,3,2007-11-12,1,36816
1092,Douglas,Carroll,1981-10-10,4,2004-12-25,1,41403
1093,Carlos,Smith,1999-12-03,2,1991-04-22,4,121104
1094,Brett,Shields,1984-07-26,3,2012-03-11,4,95769
1095,Angela,Jones,1998-06-16,3,2009-08-26,2,55309
1096,Amanda,James,1964-11-28,2,1992-11-11,5,152269
1097,Tammy,Clark,1997-09-27,3,1999-11-16,1,36710
1098,Michael,Reynolds,1966-10-05,1,2002-06-09,2,56442
1099,Tony,Hernandez,1967-03-31,3,2007-09-29,4,97192
1100,Dennis,Allen,1992-01-15,5,2011-05-14,4,121221
1101,Lisa,Smith,2001-08-20,5,2002-03-29,4,112402
1102,Carol,Douglas,1970-08-24,1,2005-02-18,1,36585
1103,Pamela,Brooks,1988-12-02,2,1994-05-18,3,108893
1104,Joshua,Hendrix,1999-07-20,3,2011-09-11,3,72035
1105,Rebecca,Clark,1979-05-09,1,2014-05-26,2,56250
1106,Hannah,Wilson,1976-10-01,4,2016-06-18,1,46902
1107,Tammy,Wilkerson,1976-06-02,1,2001-07-27,2,50395
1108,Victor,Larson,1982-04-05,1,2022-08-03,1,37437
1109,Lindsey,Thompson,1981-07-28,2,2018-06-22,3,97910
1110,Brandon,Allen,1966-01-10,1,2004-06-10,1,34225
1111,Brian,Hendrix,1981-05-19,1,2009-06-20,1,37668
1112,Scott,Sanchez,1975-12-16,2,2006-08-06,5,153862
1113,Pamela,Best,1993-04-13,3,1994-04-07,4,90885
1114,Amy,Stanley,1969-03-26,1,2014-01-22,3,71676
1115,Raymond,Jones,2002-01-21,1,2007-09-18,1,38299
1116,Breanna,House,1982-02-21,3,2016-06-07,2,58132
1117,Juan,Peterson,1998-05-24,4,2014-04-26,2,59677
1118,Erik,Cook,1973-07-03,2,2021-12-04,2,79329
1119,Colton,Graves,1991-11-13,2,2017-04-03,1,52526
1120,Joshua,Martinez,1982-06-28,4,2009-11-01,3,89962
1121,Manuel,Huang,1989-09-16,4,1998-03-09,2,69407
1122,Christopher,Lewis,1990-10-26,2,2006-07-04,3,106287
1123,Michele,Armstrong,1975-01-17,3,2021-01-01,2,61124
1124,Brian,Marshall,1988-12-01,3,2022-01-11,2,56087
1125,Amanda,King,1969-06-24,2,2009-03-27,3,101853
1126,Nicole,Hopkins,1999-01-12,3,2015-11-11,3,80156
1127,Blake,Riley,1967-01-13,4,2010-03-01,1,44952
1128,Lisa,Jackson,1965-07-11,4,1996-03-29,6,158268
1129,Matthew,Kidd,1971-03-11,1,2014-03-02,2,54758
1130,Eugene,Serrano,1986-05-27,4,2016-02-04,2,69815
1131,Jason,Turner,1970-01-26,3,2020-05-12,2,55990
1132,Kayla,Kim,1999-05-17,5,1994-01-06,4,120737
1133,Kathleen,Johnson,1983-04-08,5,2012-01-18,3,100878
1134,Taylor,Reese,1977-03-12,4,1997-09-08,3,85884
1135,Jerry,Rush,1992-12-14,1,2018-12-13,2,58039
1136,Austin,Thomas,1978-04-20,5,2010-12-19,4,121574
1137,Daniel,Davis,1972-06-12,1,2001-09-14,2,49583
1138,Jill,Wright,1973-10-27,4,2015-05-05,2,61286
1139,Christopher,Arias,1979-02-01,4,2013-01-27,2,67512
1140,Logan,Lewis,1981-05-13,2,2002-05-17,3,105472
1141,Stacey,Hall,1964-08-17,1,2019-10-02,2,54905
1142,Danny,Brown,1982-04-17,5,1992-10-12,3,87189
1143,Kristin,Ryan,1966-07-09,2,1999-11-26,1,52303
1144,Andrea,Arnold,2001-06-10,5,1987-09-19,5,149151
1145,Richard,Heath,1969-03-17,5,2009-02-01,3,100348
1146,Jessica,Morgan,1985-05-06,2,2009-03-01,6,194074
1147,Sean,Jenkins,1978-01-17,1,2004-01-17,1,36493
1148,Jennifer,Garcia,1996-02-20,3,1996-09-02,3,80791
1149,Jennifer,Ross,1979-07-04,2,2000-11-17,5,141853
1150,Lisa,Nunez,2002-01-14,2,2008-11-23,3,97517
1151,Bobby,Johnson,1990-08-25,2,1999-12-14,6,188431
1152,Rhonda,Casey,2002-06-29,1,2000-06-08,2,54239
1153,Amanda,Collier,1985-04-14,2,2011-04-29,2,83151
1154,Terri,Villarreal,1986-03-08,5,2001-05-30,1,50751
1155,Mikayla,Moore,1997-10-04,2,2007-06-29,1,51943
1156,Elizabeth,Jimenez,1983-07-04,1,1998-05-18,4,94016
1157,Jermaine,Coleman,1973-11-19,4,2011-04-11,1,42770
1158,Shawn,Diaz,1989-04-08,5,2010-12-01,3,97058
1159,Catherine,Lopez,1997-08-23,1,2013-06-21,2,57070
1160,Penny,Ramos,1974-01-13,5,1992-07-05,6,154562
1161,Robert,Fox,1980-05-05,4,2011-09-25,2,62877
1162,Sean,French,1968-03-04,2,1986-08-23,6,164709
1163,Lisa,Holloway,1996-10-10,5,1992-06-14,3,91628
1164,Tracey,Tucker,1971-03-20,5,2005-05-18,5,134683
1165,Teresa,Cole,1985-04-23,1,2014-01-15,2,52910
1166,Robert,Terry,1976-06-29,3,2011-08-30,2,57634
1167,Adam,Herman,1980-01-26,3,1998-07-20,3,84641
1168,James,Ellis,1969-11-13,4,1989-11-14,6,140183
1169,Kaitlyn,Todd,1971-05-18,1,2018-12-15,2,52898
1170,Angela,Chavez,1996-10-02,1,2009-09-07,1,35601
1171,Ann,Snyder,1965-06-04,4,2019-10-14,1,47503
1172,Gregory,Nichols,1978-03-05,1,2011-05-07,5,97578
1173,Wesley,Hayes,2000-12-03,3,2000-09-27,1,38947
1174,Michael,Castillo,1987-03-18,3,2011-10-19,1,37707
1175,Amy,Ortiz,1996-05-20,2,2019-10-18,2,81244
1176,Richard,Rivera,1971-05-30,4,2015-07-27,3,96270
1177,Jessica,Baker,1974-10-18,2,2003-03-29,1,49176
1178,Craig,Mack,1972-05-15,5,2019-01-09,3,88663
1179,Sabrina,Sullivan,1983-10-12,3,1988-06-01,5,116581
1180,Elizabeth,Bartlett,1969-09-04,2,1992-10-28,4,121044
1181,Patricia,Davis,2002-03-16,4,2009-07-23,1,46516
1182,Janice,Baird,1970-01-21,3,1999-08-06,2,56949
1183,Darryl,Robinson,1975-05-07,3,2017-01-15,2,58279
1184,Debbie,Soto,1989-05-03,4,2012-06-06,1,41486
1185,Deanna,Robinson,1992-06-09,4,2002-08-15,3,91242
1186,Amanda,Salas,1977-09-28,1,2010-03-18,5,97486
1187,Diana,Mckenzie,1967-04-21,3,2002-03-24,2,64617
1188,Brian,Washington,1976-07-09,5,1994-05-22,5,138017
1189,Christopher,Lynn,1982-04-19,3,2006-01-15,1,36650
1190,Olivia,Miller,1996-01-10,5,1992-01-09,5,141913
1191,Taylor,Hernandez,1974-07-04,4,2006-02-23,4,107249
1192,Eric,Gonzalez,1986-05-14,1,1996-09-10,2,59109
1193,Karen,Newman,1971-12-08,5,2004-05-08,2,73086
1194,Anna,Smith,1983-09-08,5,2009-07-08,2,74064
1195,Theresa,Smith,1972-04-22,5,1998-10-13,6,182319
1196,Stephen,Long,1977-06-05,3,1995-09-29,3,82602
1197,Paul,Simmons,1978-10-24,1,1988-12-12,5,107649
1198,John,Guzman,1969-11-24,4,2005-09-18,2,67096
1199,Erik,Bishop,1967-06-19,4,2003-03-09,4,108517
1200,Edward,King,1980-03-19,1,2017-12-06,2,52465
1201,Nancy,Hunt,1970-04-06,4,2013-07-10,3,90287
1202,Mary,Anderson,1968-10-26,3,2016-05-26,2,60198
1203,Rachel,Payne,1988-03-04,4,2012-12-26,1,40691
1204,Glenn,Brooks,1979-11-14,1,1997-08-31,3,73125
1205,Mark,Ramos,1964-08-22,1,2013-11-27,1,36910
1206,Caitlin,Livingston,1980-11-10,3,2010-07-07,2,54434
1207,Michele,Lee,1972-08-07,1,2006-05-23,1,33344
1208,Christopher,Miller,1969-07-23,3,1993-10-17,5,109490
1209,Allison,Salazar,1965-04-01,5,2008-11-02,5,148589
1210,April,Fox,1976-12-16,3,2001-08-22,2,59876
1211,Ashley,Ramirez,1967-06-01,2,2008-09-19,5,163667
1212,Matthew,Rogers,1995-03-31,5,2013-11-23,2,70881
1213,Andrew,Scott,1995-01-05,5,2009-10-02,4,122768
1214,Bruce,Humphrey,1986-05-02,3,2003-11-02,2,61645
1215,Maria,Harvey,1995-11-30,4,2007-02-06,3,84872
1216,Michael,Davis,1996-02-29,3,2008-08-03,1,39903
1217,Troy,Hooper,1983-08-22,2,1992-04-03,4,125950
1218,Christopher,Sanchez,1988-06-05,1,2016-09-22,1,37518
1219,Diana,Williams,1995-12-27,5,2003-11-24,5,156956
1220,Daniel,Bailey,1985-11-08,3,1998-12-19,2,59576
1221,Austin,Johnson,1979-01-27,2,2010-02-07,4,119497
1222,Gary,Mullins,1969-03-27,5,2014-04-30,3,95466
1223,Spencer,Lamb,1986-04-05,5,2002-12-25,2,76246
1224,James,Lawson,1979-08-23,3,2015-06-17,1,36327
1225,Emily,Chen,1977-12-16,2,2014-03-07,2,78309
1226,Rebecca,Henderson,1992-01-18,2,2015-12-24,2,77833
1227,Jason,Massey,1970-12-09,3,2003-12-26,1,42961
1228,Joshua,Phillips,1984-09-24,1,2007-02-21,1,39089
1229,Theresa,Alexander,1993-04-05,5,2009-01-26,2,69656
1230,Sarah,Hess,1975-04-28,1,2018-04-29,1,37823
1231,Curtis,Butler,1999-11-25,5,2017-03-01,2,77833
1232,Brandon,Parrish,1973-07-10,2,2000-08-13,5,140838
1233,Debra,Lambert,1986-01-18,3,1998-04-25,2,59149
1234,Elizabeth,Jenkins,1964-07-19,3,2013-10-22,1,41515
1235,John,Osborn,2002-05-12,3,1995-04-28,3,73168
1236,Jeffrey,Martinez,1998-06-13,3,2009-05-04,2,64947
1237,Thomas,Contreras,1994-09-15,3,2011-10-08,3,81369
1238,Nathan,Morales,1975-04-25,4,2004-11-30,1,42043
1239,Jennifer,Oliver,1973-02-20,4,2001-08-08,1,42037
1240,Monica,Davis,2002-04-09,5,1999-08-06,4,125232
1241,Haley,Boyd,1992-10-26,4,2007-04-03,3,85513
1242,Julie,Ross,1991-06-18,2,2009-08-03,5,148199
1243,Regina,May,2001-04-24,1,2016-02-06,1,35250
1244,Donna,Acosta,1982-11-07,2,2005-01-09,4,133463
1245,Traci,Livingston,1984-12-08,5,1994-11-01,3,99174
1246,Seth,Collins,1977-12-05,1,2014-01-25,3,78127
1247,Juan,Walker,1997-08-19,4,2005-05-10,4,115728
1248,Jeremy,Hurst,1983-01-28,2,2005-10-22,3,102510
1249,Summer,Randall,1965-07-28,3,2017-07-19,1,36349
1250,Kelly,Brown,1983-05-10,1,1993-07-06,3,72002
1251,Kevin,Tyler,1970-11-03,4,2015-01-14,2,71430
1252,Albert,Gutierrez,1992-01-01,3,2012-03-20,3,75273
1253,Richard,Obrien,1987-05-23,5,2011-06-05,3,89581
1254,Manuel,Anderson,1994-08-10,2,2009-09-27,2,73299
1255,Michael,Willis,1994-08-11,1,2006-04-24,6,130514
1256,Lisa,Armstrong,1971-07-24,5,2003-05-16,2,77626
1257,Brent,Williams,1978-04-23,4,2006-12-22,3,80753
1258,Jordan,Hanson,1976-06-15,3,2010-01-10,1,37103
1259,Kelly,Cain,1966-12-12,2,1997-08-29,4,139360
1260,Cody,Thompson,1997-10-09,5,1996-06-10,2,66642
1261,Terri,Richardson,1969-09-23,2,2001-07-31,2,85355
1262,Wanda,Patrick,1979-09-27,1,2007-09-10,3,72528
1263,Anthony,Huang,1975-08-23,2,2000-02-26,5,145102
1264,Amy,Meadows,1993-08-11,5,1994-09-11,3,99391
1265,Robert,Garcia,1969-04-27,1,2002-04-18,3,75110
1266,John,Ward,1966-03-03,5,2009-11-03,3,86711
1267,Corey,Turner,1986-11-27,5,1998-08-01,5,136753
1268,Timothy,Jackson,1983-08-20,5,2012-02-11,4,110241
1269,Joseph,Poole,1983-07-03,4,2001-04-08,1,39601
1270,Edgar,Campbell,1986-09-23,4,2001-03-23,1,44086
1271,Ronnie,Barajas,1972-11-02,3,1995-10-25,5,121186
1272,Melinda,Murray,1981-12-16,3,2001-01-14,3,79369
1273,Jessica,Hopkins,2001-12-24,3,2011-04-25,2,56210
1274,Christopher,Rodriguez,1994-07-06,1,2001-01-16,3,78094
1275,Michael,Young,1978-06-26,4,2007-01-04,2,67316
1276,Barbara,Callahan,1963-08-07,3,2013-01-05,3,84316
1277,Steven,Smith,2002-04-13,3,2004-10-12,3,80282
1278,Gregory,Weiss,1966-05-03,5,2004-04-05,1,50475
1279,Laura,Hampton,1978-01-17,5,1994-02-03,4,116614
1280,William,Martinez,1966-02-05,5,2016-01-21,2,73715
1281,David,Lowery,1983-10-20,3,2012-12-17,1,43067
1282,Joe,Gray,1964-07-09,3,2013-08-04,1,39466
1283,William,Smith,1998-05-24,2,2019-02-25,2,73215
1284,Martha,Thompson,1983-12-14,4,2005-09-20,2,59828
1285,Stephen,Clark,1976-01-06,2,2010-07-25,2,78413
1286,Kelsey,Johnson,1980-12-23,1,2015-02-23,2,59194
1287,Scott,Hicks,1983-09-06,5,1993-08-12,4,120019
1288,Sheila,Perry,1985-09-16,2,1999-03-25,6,166413
